@relation 'mydata-weka.filters.unsupervised.attribute.Remove-R1-5-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R39-weka.filters.unsupervised.attribute.NumericToNominal-R11-38-weka.filters.unsupervised.attribute.Remove-R2,12,14-15,21-23,26-28,30,33-34'

@attribute ratingCount numeric
@attribute year numeric
@attribute type {'',game,video.episode,video.movie,video.tv}
@attribute nrOfWins numeric
@attribute nrOfNominations numeric
@attribute nrOfPhotos numeric
@attribute nrOfNewsArticles numeric
@attribute nrOfUserReviews numeric
@attribute nrOfGenre numeric
@attribute Action {0,1}
@attribute Adventure {0,1}
@attribute Comedy {0,1}
@attribute Crime {0,1}
@attribute Documentary {0,1}
@attribute Drama {0,1}
@attribute Family {0,1}
@attribute History {0,1}
@attribute Horror {0,1}
@attribute News {0,1}
@attribute Romance {0,1}
@attribute SciFi {0,1}
@attribute TalkShow {0,1}
@attribute Thriller {0,1}
@attribute War {0,1}
@attribute Western {0,1}
@attribute imdbRating {'\'(-inf-2.5]\'','\'(2.5-5.0]\'','\'(5.0-7.5]\'','\'(7.5-inf)\''}

@data
44350,2013,video.movie,3,13,50,20,168,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
4572,1956,video.movie,2,3,17,37,52,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
12791,2008,video.movie,1,2,36,155,43,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
6558,1992,video.movie,0,0,6,9,45,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
13,1999,video.episode,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
72698,1974,video.movie,1,0,6,403,768,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
50540,1987,video.movie,1,3,31,80,219,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
19757,1971,video.movie,1,5,19,74,89,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
21520,1996,video.movie,14,5,8,14,110,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
100652,2007,video.movie,16,8,14,219,353,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
53413,1999,video.movie,3,1,38,111,364,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
17980,1980,video.movie,10,4,10,34,265,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
185424,2002,video.movie,11,6,43,808,1603,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
9477,1970,video.movie,1,1,17,13,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
17385,1974,video.movie,2,2,12,228,324,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
10274,1994,video.movie,10,2,15,3,32,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
12611,1985,video.movie,0,0,24,55,159,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
69990,1951,video.movie,0,1,58,16,129,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
93291,1971,video.movie,0,1,64,14,330,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
104,2011,video.episode,0,0,17,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
40591,1930,video.movie,4,2,36,212,185,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
226441,2001,video.movie,8,28,100,1102,1079,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,'\'(7.5-inf)\''
38311,1996,video.movie,3,3,49,184,70,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
12808,1969,video.movie,1,0,14,86,129,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
84617,2006,video.movie,15,15,67,517,406,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
6273,1955,video.movie,0,3,14,44,86,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
13766,2005,video.movie,8,12,11,7,63,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
10324,2012,video.movie,0,0,2,115,26,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
4332,1960,video.movie,0,0,14,11,53,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
4760,1970,video.movie,1,2,15,15,73,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
176939,1992,video.movie,24,15,34,337,212,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
228380,2010,video.movie,20,43,322,9688,703,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
7811,2012,video.movie,0,0,14,223,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
229232,1984,video.movie,4,19,62,296,479,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
254765,2008,video.movie,6,25,110,1395,2019,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
280412,2011,video.movie,2,19,138,11496,591,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
117298,2013,video.movie,2,12,109,4205,603,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,'\'(5.0-7.5]\''
53555,2008,video.movie,2,7,51,327,116,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
128177,2002,video.movie,28,20,48,172,827,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
27085,2011,video.movie,0,0,18,288,88,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
19034,1958,video.movie,4,1,21,82,84,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
31451,2009,video.movie,4,9,6,606,241,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
110130,1964,video.movie,4,4,137,531,375,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
138165,1991,video.movie,5,10,12,586,327,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
78,1993,game,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
32666,1982,video.movie,2,4,58,274,191,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
116612,1998,video.movie,9,7,40,378,570,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
58609,1983,video.movie,4,11,36,308,141,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
26708,1966,video.movie,0,2,28,145,156,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
47853,2004,video.movie,2,7,24,288,319,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
51825,1990,video.movie,0,2,38,149,136,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
375606,2007,video.movie,9,18,37,2958,1377,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
17035,1978,video.movie,1,7,15,40,108,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
94094,2011,video.movie,31,47,43,1985,502,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
71115,1986,video.movie,0,3,74,344,434,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
260431,2013,video.movie,6,34,298,7537,557,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(7.5-inf)\''
58943,2010,video.movie,9,9,26,1621,408,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
13364,1977,video.movie,0,0,23,49,141,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
87393,1997,video.movie,8,9,67,26,142,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
148,2012,video.episode,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
15249,1962,video.movie,2,1,11,51,67,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
37236,2001,video.movie,5,14,22,145,492,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
337671,2008,video.movie,42,81,115,2652,792,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,'\'(7.5-inf)\''
150,2006,video.movie,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'\'(2.5-5.0]\''
50885,1992,video.movie,19,8,38,309,125,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
9967,1974,video.movie,6,2,11,20,57,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
4645,2002,video.movie,10,3,0,0,27,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
360,2009,video.episode,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
73267,2011,video.movie,0,0,40,810,456,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
120317,1997,video.movie,13,7,27,379,659,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
77408,1998,video.movie,0,0,30,134,489,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
11523,1993,video.movie,0,0,13,119,71,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
4678,1972,video.movie,1,0,23,54,118,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
39217,2002,video.movie,1,1,4,24,206,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
27955,1978,video.movie,3,8,28,511,148,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
30,2010,game,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(7.5-inf)\''
19047,1987,video.movie,1,7,21,60,30,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
6231,1988,video.movie,0,0,7,21,42,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2.5-5.0]\''
61829,2011,video.movie,9,22,94,2498,240,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
58196,1998,video.movie,1,4,58,286,239,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
25736,1994,video.movie,2,0,65,62,42,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,'\'(5.0-7.5]\''
58081,2003,video.movie,2,7,69,241,283,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
58282,1998,video.movie,4,8,55,142,99,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(2.5-5.0]\''
17033,1997,video.movie,0,0,10,41,76,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
38156,2003,video.movie,1,6,64,122,113,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
60123,1997,video.movie,2,0,36,160,146,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
45564,1991,video.movie,1,3,35,139,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
?,?,'',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
12,2011,video.episode,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,'\'(7.5-inf)\''
?,?,'',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
217824,2006,video.movie,5,8,55,456,627,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,'\'(7.5-inf)\''
127907,1996,video.movie,1,4,45,100,240,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
205448,2005,video.movie,1,1,35,294,423,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
73,2007,video.movie,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
49075,2007,video.movie,36,37,31,531,213,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
22549,2009,video.movie,5,18,13,997,71,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
42024,2007,video.movie,27,24,12,9,138,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
56853,1991,video.movie,0,0,38,6,194,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
37262,2009,video.movie,1,3,77,572,131,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
86302,2004,video.movie,44,40,49,1123,417,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
18891,1986,video.movie,5,0,22,117,115,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
7795,1998,video.movie,4,20,22,44,107,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
17404,1987,video.movie,1,3,34,33,55,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
32087,2010,video.movie,0,0,100,3336,118,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
10497,1980,video.movie,8,13,14,98,75,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
7404,1988,video.movie,10,6,14,97,36,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
?,?,'',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
5832,1977,video.movie,0,0,19,40,93,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
64066,2001,video.movie,1,5,68,63,783,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
9038,2003,video.movie,0,0,0,0,45,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
658097,2009,video.movie,58,74,240,14460,2991,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
6987,2003,video.movie,1,1,8,0,63,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
95942,1999,video.movie,19,14,66,438,479,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
98950,1987,video.movie,9,3,53,45,204,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
81928,2006,video.movie,12,13,11,320,175,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
26091,1971,video.movie,18,16,26,366,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
239023,2008,video.movie,12,18,152,3012,548,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
226538,2003,video.movie,2,17,137,630,1641,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
87509,1987,video.movie,1,4,24,305,194,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
84064,2000,video.movie,0,0,37,80,277,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
283346,2003,video.movie,5,32,182,1271,1018,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
158717,2000,video.movie,2,4,62,1129,793,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
190054,2006,video.movie,1,5,59,242,390,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
217957,2005,video.movie,1,3,70,344,870,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
237987,2008,video.movie,1,4,92,3070,595,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
127915,2009,video.movie,0,0,58,809,240,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
44,2000,video.movie,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'\'(2.5-5.0]\''
220135,1989,video.movie,8,5,55,221,275,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(7.5-inf)\''
27687,1986,video.movie,0,0,29,107,92,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
9398,1986,video.movie,0,0,10,5,52,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
374251,1993,video.movie,21,16,108,4712,767,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(7.5-inf)\''
68664,1989,video.movie,0,0,37,68,165,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(5.0-7.5]\''
17920,1954,video.movie,1,2,42,3,103,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
49542,2001,video.movie,1,12,113,52,272,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
36495,1991,video.movie,1,5,41,345,117,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
76861,2002,video.movie,9,20,60,15,353,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
45723,2000,video.movie,1,6,92,48,360,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
114343,1998,video.movie,20,19,71,801,1424,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
17067,1977,video.movie,2,0,25,28,142,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
12653,1980,video.movie,2,1,25,45,109,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
42663,1967,video.movie,5,6,50,128,141,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
27263,2004,video.movie,9,1,10,12,213,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
70281,1987,video.movie,12,7,27,284,277,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
10613,2006,video.movie,9,13,10,107,61,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
19073,1990,video.movie,1,2,27,27,81,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
15669,1987,video.movie,0,0,31,23,87,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
56209,2000,video.movie,2,9,62,104,590,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,'\'(5.0-7.5]\''
467,2002,video.movie,2,3,6,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,'\'(5.0-7.5]\''
153700,1992,video.movie,4,16,79,472,735,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
96813,2009,video.movie,0,0,47,774,273,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
147585,2011,video.movie,2,6,100,2494,386,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,'\'(5.0-7.5]\''
247,2006,video.episode,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,'\'(7.5-inf)\''
1271,1922,video.movie,1,0,9,2,19,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,'\'(7.5-inf)\''
162795,2000,video.movie,8,17,228,259,1129,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
8211,1949,video.movie,4,2,19,9,112,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
15396,2005,video.movie,0,0,22,31,177,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
108911,2003,video.movie,2,7,57,695,361,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
284096,2000,video.movie,15,21,70,605,1002,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
13027,1991,video.movie,1,0,38,33,27,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
13342,1965,video.movie,0,4,14,12,107,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
70221,2011,video.movie,1,4,52,1250,146,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
13678,1971,video.movie,0,0,18,126,124,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
15518,1996,video.movie,0,0,47,37,83,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
13216,1981,video.movie,10,7,10,11,88,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
12427,1964,video.movie,4,16,20,56,61,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
297386,2012,video.movie,50,79,30,3710,702,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
6518,1980,video.movie,0,0,13,33,86,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
5297,1983,video.movie,5,0,18,21,51,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
2176,1940,video.movie,3,0,10,2,34,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(5.0-7.5]\''
46065,2004,video.movie,1,6,19,384,353,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,'\'(5.0-7.5]\''
59429,2008,video.movie,6,9,57,465,131,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
50377,1989,video.movie,4,0,28,96,142,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
458,2003,video.episode,0,0,2,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
31450,1992,video.movie,3,0,8,100,80,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
20374,2002,video.movie,0,0,17,2,63,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
337843,2004,video.movie,41,38,89,1458,788,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
131117,2006,video.movie,6,14,55,240,248,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
109855,2009,video.movie,8,24,72,1267,258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,'\'(7.5-inf)\''
46307,2002,video.movie,1,10,43,83,195,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
564,1952,video.movie,1,1,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
3575,1942,video.movie,1,0,17,8,33,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
?,?,'',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
173051,2007,video.movie,4,3,142,984,462,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
124618,2004,video.movie,7,21,112,216,587,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
232328,2005,video.movie,12,32,179,1367,1328,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
69330,1999,video.movie,7,12,65,169,175,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
115372,1988,video.movie,12,11,30,13,178,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
41791,2003,video.movie,3,11,43,14,474,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
32915,2001,video.movie,31,14,26,151,164,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,'\'(7.5-inf)\''
27571,1985,video.movie,4,4,20,52,172,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
70290,1986,video.movie,0,0,29,289,298,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
33342,2004,video.movie,0,0,22,135,232,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(5.0-7.5]\''
26,2010,video.episode,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(7.5-inf)\''
